query_appid,query_game,metadata_rank,appid,recommended_game,metadata_score,genre_similarity,tag_similarity,play_mode_similarity,shared_genres,shared_tags,shared_play_modes,release_date,pct_pos_total,num_reviews_total,recommendations
578080,PUBG: BATTLEGROUNDS,37,809960,Radical Heights,0.6136,0.8738,0.455,0.814,"['action', 'adventure', 'free to play', 'massively multiplayer']","['action', 'battle royale', 'co op', 'early access', 'fps', 'multiplayer', 'pvp', 'shooter', 'survival', 'third person shooter']","['multi player', 'online pvp']",2018-04-10,61.0,9805.0,0
578080,PUBG: BATTLEGROUNDS,38,3075390,CZO Online,0.6118,0.8517,0.4194,0.9815,"['action', 'adventure', 'free to play', 'massively multiplayer']","['action', 'battle royale', 'first person', 'fps', 'pvp', 'shooter', 'tactical', 'third person', 'third person shooter']","['multi player', 'online pvp', 'pvp']",2024-11-27,36.0,11.0,0
578080,PUBG: BATTLEGROUNDS,39,1417490,Fractal Fury,0.6107,0.9307,0.4582,0.6871,"['action', 'free to play', 'massively multiplayer']","['action', 'battle royale', 'multiplayer', 'pvp', 'shooter', 'third person', 'third person shooter']","['multi player', 'online pvp', 'pvp']",2021-04-04,73.0,146.0,0
578080,PUBG: BATTLEGROUNDS,40,3515210,Wasteland Rangers,0.6096,0.9533,0.0,0.9815,"['action', 'free to play', 'massively multiplayer']",[],"['multi player', 'online pvp', 'pvp']",2025-03-07,95.0,22.0,0
578080,PUBG: BATTLEGROUNDS,41,3255310,Spellbound Stumble,0.6094,0.9417,0.0,1.0,"['action', 'adventure', 'free to play', 'massively multiplayer']",[],"['multi player', 'online pvp', 'pvp']",2024-11-20,,0.0,0
578080,PUBG: BATTLEGROUNDS,42,3041160,Cats And Mice,0.6079,0.1389,0.71,0.9815,['action'],"['action', 'battle royale', 'early access', 'multiplayer', 'online co op', 'pvp', 'shooter', 'tactical', 'team based', 'third person', 'third person shooter']","['multi player', 'online pvp', 'pvp']",2024-07-09,,0.0,0
578080,PUBG: BATTLEGROUNDS,43,2551030,The Balls,0.6066,0.5632,0.5264,1.0,"['action', 'free to play']","['action', 'battle royale', 'competitive', 'first person', 'fps', 'multiplayer', 'pvp', 'shooter']","['multi player', 'online pvp', 'pvp']",2024-01-06,66.0,24.0,0
578080,PUBG: BATTLEGROUNDS,44,1557990,Retail Royale,0.6063,0.7102,0.5319,0.7308,"['action', 'massively multiplayer']","['action', 'battle royale', 'co op', 'first person', 'fps', 'multiplayer', 'pvp', 'shooter', 'strategy', 'tactical', 'team based']","['multi player', 'online pvp', 'pvp']",2023-05-06,77.0,44.0,0
578080,PUBG: BATTLEGROUNDS,45,1788620,Task Force 88: Hostile Contact,0.6063,0.7731,0.5165,0.6871,"['action', 'massively multiplayer']","['action', 'competitive', 'first person', 'fps', 'multiplayer', 'pvp', 'shooter', 'team based', 'third person', 'third person shooter']","['multi player', 'online pvp', 'pvp']",2021-11-08,,0.0,0
578080,PUBG: BATTLEGROUNDS,46,1869430,Gunslinger Valley,0.6051,0.9307,0.0,1.0,"['action', 'free to play', 'massively multiplayer']",[],"['multi player', 'online pvp', 'pvp']",2022-01-21,64.0,17.0,0
578080,PUBG: BATTLEGROUNDS,47,2402450,Zero Grounds,0.6051,0.9307,0.0,1.0,"['action', 'free to play', 'massively multiplayer']",[],"['multi player', 'online pvp', 'pvp']",2024-01-25,65.0,178.0,0
578080,PUBG: BATTLEGROUNDS,48,2833930,QuickSwitch,0.6051,0.9307,0.0,1.0,"['action', 'free to play', 'massively multiplayer']",[],"['multi player', 'online pvp', 'pvp']",2025-01-09,,0.0,0
578080,PUBG: BATTLEGROUNDS,49,867400,Out of Reach: Treasure Royale,0.603,0.7997,0.4891,0.7308,"['action', 'massively multiplayer']","['action', 'battle royale', 'co op', 'first person', 'fps', 'multiplayer', 'pvp', 'shooter', 'simulation', 'survival', 'tactical', 'team based']","['multi player', 'online pvp', 'pvp']",2020-10-14,59.0,317.0,317
578080,PUBG: BATTLEGROUNDS,50,2631910,TNMverse VIP,0.6016,0.7731,0.4352,0.9815,"['action', 'massively multiplayer']","['action', 'battle royale', 'multiplayer', 'pvp', 'shooter', 'third person', 'third person shooter']","['multi player', 'online pvp', 'pvp']",2023-11-20,,0.0,0
812140,Assassin's Creed® Odyssey,1,582160,Assassin's Creed® Origins,0.7866,1.0,0.6444,1.0,"['action', 'adventure', 'rpg']","['action', 'action rpg', 'adventure', 'assassin', 'exploration', 'historical', 'multiplayer', 'open world', 'parkour', 'rpg', 'singleplayer', 'stealth', 'story rich', 'third person']",['single player'],2017-10-26,85.0,102363.0,102229
812140,Assassin's Creed® Odyssey,2,3035570,Assassin's Creed Mirage,0.7804,0.7067,0.7562,1.0,"['action', 'adventure']","['action', 'action adventure', 'action rpg', 'adventure', 'assassin', 'historical', 'open world', 'parkour', 'rpg', 'singleplayer', 'stealth', 'story rich', 'third person']",['single player'],2024-10-17,74.0,5886.0,5767
812140,Assassin's Creed® Odyssey,3,2208920,Assassin's Creed Valhalla,0.7566,1.0,0.5943,1.0,"['action', 'adventure', 'rpg']","['action', 'action adventure', 'action rpg', 'adventure', 'assassin', 'female protagonist', 'historical', 'multiplayer', 'open world', 'rpg', 'singleplayer', 'stealth', 'story rich', 'third person']",['single player'],2022-12-06,70.0,26946.0,26774
812140,Assassin's Creed® Odyssey,4,2221920,Immortals Fenyx Rising,0.7468,1.0,0.5779,1.0,"['action', 'adventure', 'rpg']","['action', 'action adventure', 'action rpg', 'adventure', 'exploration', 'female protagonist', 'historical', 'mythology', 'open world', 'rpg', 'singleplayer', 'story rich', 'third person']",['single player'],2022-12-15,71.0,3380.0,3334
812140,Assassin's Creed® Odyssey,5,911400,Assassin's Creed® III Remastered,0.7377,0.7067,0.685,1.0,"['action', 'adventure']","['action', 'action adventure', 'action rpg', 'adventure', 'assassin', 'historical', 'multiplayer', 'open world', 'parkour', 'rpg', 'singleplayer', 'stealth', 'story rich', 'third person']",['single player'],2019-03-29,61.0,10829.0,10772
812140,Assassin's Creed® Odyssey,6,260210,Assassin’s Creed® Liberation HD,0.737,0.7067,0.6839,1.0,"['action', 'adventure']","['action', 'action adventure', 'adventure', 'assassin', 'exploration', 'female protagonist', 'historical', 'multiplayer', 'open world', 'parkour', 'singleplayer', 'stealth', 'third person']",['single player'],2014-01-15,52.0,2666.0,2659
812140,Assassin's Creed® Odyssey,7,368500,Assassin's Creed® Syndicate,0.7031,0.7067,0.6274,1.0,"['action', 'adventure']","['action', 'adventure', 'assassin', 'female protagonist', 'historical', 'multiplayer', 'open world', 'parkour', 'rpg', 'singleplayer', 'stealth', 'story rich', 'third person']",['single player'],2015-11-18,80.0,27248.0,27204
812140,Assassin's Creed® Odyssey,8,471010,Seven: Enhanced Edition,0.7019,0.9429,0.5269,1.0,"['action', 'adventure', 'rpg']","['action', 'action adventure', 'action rpg', 'adventure', 'assassin', 'exploration', 'open world', 'parkour', 'rpg', 'singleplayer', 'stealth']",['single player'],2017-12-01,76.0,1314.0,1309
812140,Assassin's Creed® Odyssey,9,714250,Eternity: The Last Unicorn,0.6987,0.9429,0.5217,1.0,"['action', 'adventure', 'rpg']","['action', 'action adventure', 'action rpg', 'adventure', 'female protagonist', 'mythology', 'rpg', 'story rich', 'third person']",['single player'],2019-03-05,39.0,104.0,104
812140,Assassin's Creed® Odyssey,10,354380,Assassin’s Creed® Chronicles: China,0.679,0.7067,0.5872,1.0,"['action', 'adventure']","['action', 'adventure', 'assassin', 'female protagonist', 'historical', 'open world', 'parkour', 'singleplayer', 'stealth']",['single player'],2015-04-21,73.0,3333.0,3330
812140,Assassin's Creed® Odyssey,11,1532690,BLACKTAIL,0.672,1.0,0.4534,1.0,"['action', 'adventure', 'rpg']","['action', 'action adventure', 'action rpg', 'choices matter', 'exploration', 'female protagonist', 'multiple endings', 'mythology', 'open world', 'singleplayer', 'story rich']",['single player'],2022-12-15,84.0,1587.0,1563
812140,Assassin's Creed® Odyssey,12,1249800,Xuan-Yuan Sword VII,0.6703,1.0,0.4505,1.0,"['action', 'adventure', 'rpg']","['action', 'action adventure', 'action rpg', 'adventure', 'choices matter', 'historical', 'multiplayer', 'open world', 'rpg', 'singleplayer', 'story rich', 'third person']",['single player'],2020-10-28,62.0,8377.0,8377
812140,Assassin's Creed® Odyssey,13,15100,Assassin's Creed™: Director's Cut Edition,0.67,0.7067,0.5722,1.0,"['action', 'adventure']","['action', 'action adventure', 'adventure', 'assassin', 'exploration', 'historical', 'open world', 'parkour', 'singleplayer', 'stealth', 'story rich', 'third person']",['single player'],2008-04-09,81.0,19777.0,19551
812140,Assassin's Creed® Odyssey,14,3273100,Hunter of Ming Dynasty,0.6684,0.9429,0.4711,1.0,"['action', 'adventure', 'rpg']","['action', 'action adventure', 'action rpg', 'adventure', 'historical', 'open world', 'rpg', 'singleplayer', 'third person']",['single player'],2024-11-26,,0.0,0
812140,Assassin's Creed® Odyssey,15,359600,Assassin’s Creed® Chronicles: Russia,0.6662,0.7067,0.5659,1.0,"['action', 'adventure']","['action', 'adventure', 'assassin', 'historical', 'open world', 'parkour', 'singleplayer', 'stealth']",['single player'],2016-02-09,58.0,1066.0,1066
812140,Assassin's Creed® Odyssey,16,359610,Assassin’s Creed® Chronicles: India,0.6662,0.7067,0.5659,1.0,"['action', 'adventure']","['action', 'adventure', 'assassin', 'historical', 'open world', 'parkour', 'singleplayer', 'stealth']",['single player'],2016-01-12,64.0,930.0,929
